[SHEET]	Calculo Para Teravolta
42	2020-07-01 00:00:00	0.06633150547608563	0.06260547145426805	0.06505069783844616	0.07904803985960618	0.07126220329731385	nan	nan	nan	2020-07-01 00:00:00	0.08206030086084762	0.08586645808782452	0.0872512168312348	0.07465347792106307	0.07695325004055789	nan	nan	nan	2020-07-01 00:00:00	0.14839180633693325	0.14847192954209257	0.15230191466968096	0.15370151778066923	0.14821545333787176	nan	nan
43	2020-08-01 00:00:00	0.06128545118556207	0.06065278553569303	0.06310142186930309	0.08456831235757646	0.07006958716594691	nan	nan	nan	2020-08-01 00:00:00	0.08285836297348646	0.0845681175183818	0.08661530002651104	0.07818851967192887	0.07745190853896418	nan	nan	nan	2020-08-01 00:00:00	0.14414381415904853	0.1452209030540748	0.14971672189581411	0.1627568320295053	0.14752149570491108	nan	nan
44	2020-09-01 00:00:00	0.06701597448272713	0.06139327607104564	0.0630303337961243	0.07506772044988991	0.06963533916906636	nan	nan	nan	2020-09-01 00:00:00	0.0833923204552892	0.08554496875715632	0.08545284424074191	0.0766320528961899	0.0759918614461723	nan	nan	nan	2020-09-01 00:00:00	0.15040829493801633	0.14693824482820195	0.1484831780368662	0.1516997733460798	0.14562720061523868	nan	nan
45	2020-10-01 00:00:00	0.10266838107054235	0.06180163203040303	0.06333530848048832	0.07530758325818904	0.09140008446390543	nan	nan	nan	2020-10-01 00:00:00	0.08377003899318042	0.08517437064286208	0.08610012959448753	0.07660877182375168	0.07524752948923123	nan	nan	nan	2020-10-01 00:00:00	0.1864384200637228	0.14697600267326513	0.14943543807497586	0.1519163550819407	0.16664761395313668	nan	nan
46	2020-11-01 00:00:00	0.07313720133550741	0.06595907999786957	0.06275115372173044	0.08210802692262238	0.0701399733420589	nan	nan	nan	2020-11-01 00:00:00	0.0833689416879931	0.08498464754541345	0.08549298591300769	0.08130386339716222	0.07588394657561905	nan	nan	nan	2020-11-01 00:00:00	0.1565061430235005	0.15094372754328303	0.14824413963473812	0.1634118903197846	0.14602391991767796	nan	nan
47	2020-12-01 00:00:00	0.07193709416696141	0.0684833678726739	0.06352246749113671	0.07680761373046557	0.0796604957839841	nan	nan	nan	2020-12-01 00:00:00	0.08378758437995928	0.08640786079782348	0.08507188942767574	0.08107583519269236	0.07795830974012265	nan	nan	nan	2020-12-01 00:00:00	0.15572467854692074	0.15489122867049734	0.14859435691881245	0.15788344892315792	0.15761880552410673	nan	nan
48	Promedio	0.06492288289450274	0.06370871982060337	0.066614342510042	0.07599812904552872	0.07702311861850171	0.07764854910064167	nan	nan	Promedio	0.08243945565972635	0.08409815800382986	0.0849700540034245	0.07715296927912287	0.07610576983630926	0.07542110403809178	nan	nan	Promedio	0.1473623385542291	0.14780687782443322	0.15158439651346656	0.1531510983246516	0.15312888845481099	0.15306965313873347	nan
50	Energia Factura (MWh)	2020.0	2021.0	2022.0	2023.0	2024.0	2025.0	nan	nan	Demanda Maxima (MW)	2020.0	2021.0	2022.0	2023.0	2024.0	2025.0	nan	nan	Regulado Monomico	2020.0	2021.0	2022.0	2023.0	2024.0	2025	nan
51	2020-01-01 00:00:00	734.09	1728.31	1122.45	989.657	935.746	1009.763	nan	nan	2020-01-01 00:00:00	1084.0	2554.0	2338.0	2471.0	1499.0	1575.0	nan	nan	2020-01-01 00:00:00	0.1820603652679508	0.17535239178515427	0.20156062830237426	0.19784511031793842	0.1807355954510733	0.17730984781785428	nan
52	2020-02-01 00:00:00	673.72	1715.02	1203.25	990.55	967.556	947.912	nan	nan	2020-02-01 00:00:00	1099.0	2516.0	2564.0	1544.0	1525.0	1544.0	nan	nan	2020-02-01 00:00:00	0.18450894021462924	0.17520209759676272	0.20898701459380842	0.18282678246226847	0.17632078989387692	0.17872689655833032	nan
53	2020-03-01 00:00:00	684.46	1286.41	1263.39	873.124	1324.311	966.145	nan	nan	2020-03-01 00:00:00	0.0	2522.0	2551.0	1542.0	2502.0	1585.0	nan	nan	2020-03-01 00:00:00	0.16109572132440172	0.1821345280961746	0.20420208119709668	0.18121586860221456	0.18011069896373288	0.18614643137572517	nan
54	2020-04-01 00:00:00	730.89	1014.25	986.43	1082.639	1145.849	1199.3	nan	nan	2020-04-01 00:00:00	1082.0	1583.0	1583.0	2547.0	2474.0	2527.0	nan	nan	2020-04-01 00:00:00	0.1691829540362435	0.17652336552625092	0.1964394809699624	0.1880884315416681	0.1854221462306464	0.2028782963311932	nan
55	2020-05-01 00:00:00	605.46	1332.72	1026.49	1129.086	909.58	998.166	nan	nan	2020-05-01 00:00:00	1070.0	2531.0	1599.0	2538.0	1534.0	1574.0	nan	nan	2020-05-01 00:00:00	0.17322652448171644	0.18127230669187824	0.2015844893253709	0.18389422940339356	0.17543210855647662	0.1910310141120815	nan
56	2020-06-01 00:00:00	657.04	1746.01	923.687	956.798	1039.246	1003.97	nan	nan	2020-06-01 00:00:00	1053.0	2535.0	1591.0	1519.0	1569.0	1592.0	nan	nan	2020-06-01 00:00:00	0.17090665649701692	0.17498911206705575	0.20831747910047455	0.16406048846556953	0.17057608433514296	0.19195161178023243	nan
57	2020-07-01 00:00:00	703.97	1684.49	949.7774358	1098.054	1025.926	nan	nan	nan	2020-07-01 00:00:00	1192.0	2549.0	1563.0	2490.0	1572.0	nan	nan	nan	2020-07-01 00:00:00	0.1783232821054164	0.17619095896490927	0.2076071014944018	0.18414140787086972	0.17034871918161737	nan	nan
58	2020-08-01 00:00:00	729.19	1763.79	992.862	986.933	1047.588	nan	nan	nan	2020-08-01 00:00:00	1066.0	2572.0	1535.0	2460.0	1582.0	nan	nan	nan	2020-08-01 00:00:00	0.17532351304186838	0.175426042500978	0.20559761062161708	0.18728570183434942	0.17514500616899015	nan	nan
59	2020-09-01 00:00:00	656.81	1716.08	1022.78	1197.982	1063.334	nan	nan	nan	2020-09-01 00:00:00	1061.0	2559.0	1578.0	2504.0	1591.0	nan	nan	nan	2020-09-01 00:00:00	0.17749179522997519	0.17690456151554704	0.19698318534777765	0.18024058953633695	0.17486642693272292	nan	nan
60	2020-10-01 00:00:00	705.25	1678.78	1027.488	1184.388	1128.411	nan	nan	nan	2020-10-01 00:00:00	2327.0	2533.0	1570.0	2503.0	2463.0	nan	nan	nan	2020-10-01 00:00:00	0.2012609341439206	0.18042003607953397	0.19412749052835654	0.16626841289138355	0.18861543375004322	nan	nan
61	2020-11-01 00:00:00	1287.9	1502.04	1020.09	1404.618	1039.09	nan	nan	nan	2020-11-01 00:00:00	2558.0	2544.0	1564.0	2522.0	1570.0	nan	nan	nan	2020-11-01 00:00:00	0.18271572444289153	0.18701105338925725	0.19518955852424788	0.16164961758898147	0.17516117752148516	nan	nan
